"filename", "language", "JavaScript", "Rust", "YAML", "JavaScript JSX", "JSON", "Ignore", "PostCSS", "Diff", "XML", "HTML", "comment", "blank", "total"
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\arc\geometry.rs", "Rust", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 130
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\arc\inner_widget.rs", "Rust", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 96
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\arc\layer.rs", "Rust", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 275
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\arc\mod.rs", "Rust", 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 23, 19, 374
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\arc\path.rs", "Rust", 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 31, 23, 328
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\arc\segment.rs", "Rust", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 283
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\linear\geometry.rs", "Rust", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 101
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\linear\labels.rs", "Rust", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 143
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\linear\layer.rs", "Rust", 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 245
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\linear\mod.rs", "Rust", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 168
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\metric.rs", "Rust", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 96
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\mod.rs", "Rust", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 17
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\gauges\track_path.rs", "Rust", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 127
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\geometry.rs", "Rust", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 17
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\heading\draw.rs", "Rust", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 22, 20, 224
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\heading\geometry.rs", "Rust", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 63, 35, 389
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\heading\mod.rs", "Rust", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 18
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\heading\prepare.rs", "Rust", 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 261
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\marker.rs", "Rust", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 110
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\metric_presentation.rs", "Rust", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 35, 10, 147
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\mod.rs", "Rust", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 26, 11, 155
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\polyline.rs", "Rust", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 95
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\curve.rs", "Rust", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 230
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\draw.rs", "Rust", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 67
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\frame_state.rs", "Rust", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 125
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\mod.rs", "Rust", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 27
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\normalize.rs", "Rust", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 47
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\prepare.rs", "Rust", 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 320
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\route\simplify.rs", "Rust", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 86
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\arc_gauge_path_tests.rs", "Rust", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 66
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\arc_gauge_segment_tests.rs", "Rust", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 56
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\elevation_frame_state_tests.rs", "Rust", 0, 298, 0, 0, 0, 0, 0, 0, 0, 0, 35, 27, 360
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\elevation_geometry_tests.rs", "Rust", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 143
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\elevation_reduction_tests.rs", "Rust", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 30, 14, 132
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\gauge_metric_tests.rs", "Rust", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 26
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\mod.rs", "Rust", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 20
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\rdp_elevation_tests.rs", "Rust", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 22, 9, 102
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\tests\rdp_route_tests.rs", "Rust", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 20, 8, 78
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\transform.rs", "Rust", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 61
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\types.rs", "Rust", 0, 351, 0, 0, 0, 0, 0, 0, 0, 0, 58, 32, 441
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value\gradient.rs", "Rust", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 30, 19, 214
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value\icons.rs", "Rust", 0, 471, 0, 0, 0, 0, 0, 0, 0, 0, 28, 17, 516
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value\layout.rs", "Rust", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 244
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value\mod.rs", "Rust", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 32, 16, 347
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\render\widgets\value\svg.rs", "Rust", 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 39, 26, 328
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\standard_metrics.rs", "Rust", 0, 430, 0, 0, 0, 0, 0, 0, 0, 0, 23, 46, 499
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\standard_widgets.rs", "Rust", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 132
"h:\tools\cyclemetry\src-tauri\ovrley_core\src\types.rs", "Rust", 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 41, 11, 211
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\activity_extraction_tests.rs", "Rust", 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 281
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\activity_tests.rs", "Rust", 0, 514, 0, 0, 0, 0, 0, 0, 0, 0, 8, 53, 575
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\arc_gauge_tests.rs", "Rust", 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 260
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\backdrop_contract_tests.rs", "Rust", 0, 561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 617
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\cancellation_tests.rs", "Rust", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 35
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\canvas_parity_tests.rs", "Rust", 0, 311, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21, 364
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\codec_detect_tests.rs", "Rust", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 39
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\commands_tests.rs", "Rust", 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 89, 41, 490
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\builders.rs", "Rust", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 141
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\canvas_parity.rs", "Rust", 0, 1361, 0, 0, 0, 0, 0, 0, 0, 0, 301, 175, 1837
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\composite.rs", "Rust", 0, 440, 0, 0, 0, 0, 0, 0, 0, 0, 68, 33, 541
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\mod.rs", "Rust", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 16
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\render_baseline_support.rs", "Rust", 0, 792, 0, 0, 0, 0, 0, 0, 0, 0, 90, 81, 963
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\seam.rs", "Rust", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\common\test_config.rs", "Rust", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 89
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\composite_profile_tests.rs", "Rust", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 69
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\config_tests.rs", "Rust", 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 247
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\corner_gauge_tests.rs", "Rust", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 236
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\csv_activity.rs", "Rust", 0, 895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 1025
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\display_type_tests.rs", "Rust", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 200
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\dji_ac004_tests.rs", "Rust", 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 286
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\elevation_geometry_tests.rs", "Rust", 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 276
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\error_display_tests.rs", "Rust", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 96
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\ffmpeg_composite_tests.rs", "Rust", 0, 751, 0, 0, 0, 0, 0, 0, 0, 0, 43, 74, 868
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\ffmpeg_settings_tests.rs", "Rust", 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 199
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\format_tests.rs", "Rust", 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 254
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\fps_tests.rs", "Rust", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 125
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\gradient_format_tests.rs", "Rust", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 170
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\heading_data_tests.rs", "Rust", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 115
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\heading_widget_tests.rs", "Rust", 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 37, 52, 445
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\linear_gauge_tests.rs", "Rust", 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 258
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\metric_kind_serde_tests.rs", "Rust", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 78
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\metric_presentation_tests.rs", "Rust", 0, 603, 0, 0, 0, 0, 0, 0, 0, 0, 23, 61, 687
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\mp4_telemetry_fixture_tests.rs", "Rust", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 157
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\preview_canvas_parity_format_tests.rs", "Rust", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 51
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\progress_tests.rs", "Rust", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 21, 18, 91
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\rdp_tests.rs", "Rust", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 103
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\render_baseline_suite.rs", "Rust", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 48
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\route_geometry_tests.rs", "Rust", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 26, 22, 238
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\scripts\canvas_screenshot.mjs", "JavaScript", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 33, 300
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\standard_metrics_display_type_tests.rs", "Rust", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 123
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\value_widget_tests.rs", "Rust", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 110
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\vbo_activity.rs", "Rust", 0, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 340
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\video_composite_pipeline_tests.rs", "Rust", 0, 558, 0, 0, 0, 0, 0, 0, 0, 0, 125, 68, 751
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\video_probe_tests.rs", "Rust", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 22, 24, 146
"h:\tools\cyclemetry\src-tauri\ovrley_core\tests\wave1_format_tests.rs", "Rust", 0, 651, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53, 714
"h:\tools\cyclemetry\src-tauri\src\file_ops.rs", "Rust", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 68
"h:\tools\cyclemetry\src-tauri\src\lib.rs", "Rust", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 29, 10, 112
"h:\tools\cyclemetry\src-tauri\src\main.rs", "Rust", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 15
"h:\tools\cyclemetry\src-tauri\src\preview_import.rs", "Rust", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 21, 7, 67
"h:\tools\cyclemetry\src-tauri\src\runtime_paths.rs", "Rust", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 23, 6, 69
"h:\tools\cyclemetry\src-tauri\src\tauri_commands.rs", "Rust", 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 71, 33, 342
"h:\tools\cyclemetry\src-tauri\src\video_server.rs", "Rust", 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 114, 57, 527
"h:\tools\cyclemetry\src-tauri\src\video_server_tests.rs", "Rust", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 46, 25, 275
"Total", "-", 19162, 43038, 408, 13080, 8, 5, 321, 73, 757, 19, 11977, 9717, 98565
